brand,price,Kondisi,TahunKendaraan,Kilometer,Warna,Transmisi,JumlahGir,Pintu,KapasitasKursi,Dirakit,EngineCC,Baut(mm),Struk(mm),TenagaPuncak(hp),TenagaPutaranPuncak(Nm),InjeksiLangsung,Aspirasi,TipeBahanBakar,RadiusPutar,Panjang(mm),Lebar(mm),Tinggi(mm),JarakRoda(mm),ThreadDepan,ThreadBelakang,KonsumsiBahanBakar(L/100km),BeratKosong(kg),RasioKompresi,EmisiCO2,0-100km/jam(detik),KecepatanTertinggi(km/jam)
Daihatsu,142000000,Mobil Bekas,2017,70 - 75K km,Putih,Automatic,4,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,10.4,4435,1695,1705,2685,1445,1460,,1270,10.5,,,
Toyota,265200000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Daihatsu,160000000,Mobil Bekas,2018,80 - 85K km,Merah,Automatic,4,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,10.4,4435,1695,1705,2685,1445,1460,,1270,10.5,,,
Toyota,55000000,Mobil Bekas,2000,295 - 300K km,Biru,Automatic,4,5,8,Complete Knock Down (CKD),1998,86,86,98,151,Single-Point Injection,Aspirated,Pertamax,,4495,1670,1775,2650,,,,1480,,,,
Toyota,157500000,Mobil Bekas,2019,60000 km,Silver,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Toyota,143500000,Mobil Bekas,2018,12000 km,Abu-abu,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Toyota,340000000,Mobil Bekas,2016,120000 km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2393,92,90,147,400,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2110,,,,
Toyota,169000000,Mobil Bekas,2011,195000 km,Silver,Automatic,6,4,5,Complete Built Up (CBU),3456,,,273,364,Multi-Point Injection,Aspirated,Pertamax,11,4825,1820,1470,2775,1575,1565,,1610,,,,
Isuzu,249000000,Mobil Baru,2023,0 - 5K km,Putih,Manual,5,2,3,Complete Knock Down (CKD),2499,93,92,79,191,Direct Injection,Turbocharged,Solar,9,4655,1750,2250,2250,1460,1460,,,,,,
Isuzu,570000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),1898,80,94.4,148,350,Direct Injection,Turbocharged,Solar,11.4,4850,1870,1815,2855,1570,1570,,2005,,,,
Toyota,185000000,Mobil Bekas,2017,115 - 120K km,Hitam,Automatic,7,5,7,Complete Knock Down (CKD),1497,72.5,90.6,105,140,Multi-Point Injection,Aspirated,Pertamax,,4235,1695,1695,2750,,,,,,,,
Isuzu,219000000,Mobil Baru,2023,0 - 5K km,Putih,Manual,5,2,3,Complete Knock Down (CKD),2499,93,92,79,191,Direct Injection,Turbocharged,Solar,9,4520,1705,1985,2250,1460,1460,,,,,,
Toyota,265200000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Daihatsu,160000000,Mobil Bekas,2018,80 - 85K km,Merah,Automatic,4,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,10.4,4435,1695,1705,2685,1445,1460,,1270,10.5,,,
Toyota,55000000,Mobil Bekas,2000,295 - 300K km,Biru,Automatic,4,5,8,Complete Knock Down (CKD),1998,86,86,98,151,Single-Point Injection,Aspirated,Pertamax,,4495,1670,1775,2650,,,,1480,,,,
Toyota,157500000,Mobil Bekas,2019,60000 km,Silver,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Toyota,143500000,Mobil Bekas,2018,12000 km,Abu-abu,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Toyota,340000000,Mobil Bekas,2016,120000 km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2393,92,90,147,400,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2110,,,,
Toyota,169000000,Mobil Bekas,2011,195000 km,Silver,Automatic,6,4,5,Complete Built Up (CBU),3456,,,273,364,Multi-Point Injection,Aspirated,Pertamax,11,4825,1820,1470,2775,1575,1565,,1610,,,,
Isuzu,249000000,Mobil Baru,2023,0 - 5K km,Putih,Manual,5,2,3,Complete Knock Down (CKD),2499,93,92,79,191,Direct Injection,Turbocharged,Solar,9,4655,1750,2250,2250,1460,1460,,,,,,
Isuzu,570000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,6,5,7,Complete Built Up (CBU),1898,80,94.4,148,350,Direct Injection,Turbocharged,Solar,11.4,4850,1870,1815,2855,1570,1570,,2005,,,,
Toyota,185000000,Mobil Bekas,2017,115 - 120K km,Hitam,Automatic,7,5,7,Complete Knock Down (CKD),1497,72.5,90.6,105,140,Multi-Point Injection,Aspirated,Pertamax,,4235,1695,1695,2750,,,,,,,,
Isuzu,219000000,Mobil Baru,2023,0 - 5K km,Putih,Manual,5,2,3,Complete Knock Down (CKD),2499,93,92,79,191,Direct Injection,Turbocharged,Solar,9,4520,1705,1985,2250,1460,1460,,,,,,
Isuzu,440000000,Mobil Baru,2023,0 - 5K km,Lainnya,Manual,,2,3,,4778,,,,,,,Solar,,,,,,,,,,,,,
Nissan,220000000,Mobil Bekas,2016,101000 km,Putih,Automatic,,4,5,Complete Built Up (CBU),2488,89,100,170,234,Multi-Point Injection,Aspirated,Pertamax,,4875,1833,1490,2775,1585,1585,7.5,1510,,180,,
Isuzu,510000000,Mobil Baru,2023,0 - 5K km,Putih,Manual,,4,16,,3000,,,,,,,Solar,,,,,,,,,,,,,
Toyota,242000000,Mobil Bekas,2010,139000 km,Silver,Automatic,7,5,7,Complete Built Up (CBU),2362,88.5,96,168,220,Multi-Point Injection,Aspirated,Pertamax,11.8,4850,1830,1890,2950,1570,1575,9.4,1910,9.6,218,,
Honda,175000000,Mobil Bekas,2013,82000 km,Hitam,Automatic,5,5,5,Complete Knock Down (CKD),2354,87,99,187,222,Multi-Point Injection,Aspirated,Pertamax,11.8,4545,1820,1685,2620,1565,1565,8.4,1530,10,196,,
Toyota,265200000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Toyota,457000000,Mobil Bekas,2022,30 - 35K km,Putih,Automatic,,4,5,Complete Built Up (CBU),1798,80.5,88.3,134,207,Multi-Point Injection,Aspirated,Pertamax,,4630,1780,1435,2700,1531,1544,,1365,13,,,
Honda,734700000,Mobil Baru,2024,- km,Putih,Automatic,,5,7,Complete Built Up (CBU),1498,73,89.5,187,240,Multi-Point Injection,Turbocharged,Pertamax,,4691,1866,1681,2701,1611,1627,,,10.3,,,
Mazda,545500000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,6,5,5,Complete Built Up (CBU),1998,83.5,91.2,153,200,Direct Injection,Aspirated,Pertamax,10.6,4460,1765,1435,2725,1570,1580,,1400,13,,,
Honda,120000000,Mobil Bekas,2014,85 - 90K km,Abu-abu,Automatic,5,5,5,,1339,,,99,127,Multi-Point Injection,Aspirated,Petrol - Unleaded,,3610,1680,1485,2345,,,,950,,,,
Toyota,539450000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Toyota,1085000000,Mobil Bekas,2022,5 - 10K km,Putih,Automatic,,5,7,Complete Built Up (CBU),2494,90,98,177,234,Multi-Point Injection,Aspirated,Pertamax,11.6,4945,1850,1895,3000,1575,1600,8.6,2010,10.4,200,11.3,
Honda,166800000,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3815,1680,1485,2405,1475,1460,,,10.1,,,
Honda,152000000,Mobil Bekas,2019,80 - 85K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Toyota,115000000,Mobil Bekas,2012,180 - 185K km,Silver,Manual,5,5,7,Complete Knock Down (CKD),1298,,,91,117,Multi-Point Injection,Aspirated,Pertamax,,4140,1660,1695,2655,,,,1060,,,,
Toyota,187000000,Mobil Bekas,2017,35 - 40K km,Hitam,Manual,5,5,7,Complete Knock Down (CKD),1495,,,107,141,Multi-Point Injection,Aspirated,Pertamax,,4420,1745,1740,2685,1445,1480,8.5,,,,,
Hyundai,249000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4460,1780,1695,2780,,,,1272,10.5,,,
Peugeot,385000000,Mobil Bekas,2012,55 - 60K km,Abu-abu,Manual,6,2,4,Complete Built Up (CBU),1598,,,156,240,Direct Injection,Turbocharged,Pertamax,,4290,1958,1362,2612,,,,1275,,,,
Toyota,175000000,Mobil Bekas,2014,110 - 115K km,Silver,Automatic,4,5,8,Complete Knock Down (CKD),1998,,,134,182,Multi-Point Injection,Aspirated,Pertamax,,4585,1760,1750,2750,1510,1510,10.5,1535,,,,
Mazda,304000000,Mobil Bekas,2021,30 - 35K km,Abu-abu,Automatic,6,5,5,Complete Built Up (CBU),1496,74.5,85.8,108,144,Multi-Point Injection,Aspirated,Pertamax,10.6,4275,1765,1535,2570,1525,1520,,1260,13,,,
Toyota,240000000,Mobil Bekas,2023,20 - 25K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),996,71,83.9,97,140,Multi-Point Injection,Turbocharged,Pertamax,10.2,4030,1710,1635,2525,1475,1470,,1680,9.5,,,
Honda,302000000,Mobil Bekas,2017,117700 km,Abu-abu,Automatic,,5,7,Complete Knock Down (CKD),1498,73,89.5,187,240,Direct Injection,Turbocharged,Pertamax,,4584,1855,1679,2660,1598,1613,,,10.3,,,
Toyota,245000000,Mobil Bekas,2013,81000 km,Hitam,Manual,5,5,7,,2494,,,101,260,Direct Injection,Turbocharged,Solar,11.4,4705,1840,1850,2750,,,,1870,,,,
Toyota,168000000,Mobil Bekas,2012,84000 km,Hitam,Automatic,6,4,5,Complete Built Up (CBU),2494,,,179,228,Multi-Point Injection,Aspirated,Pertamax,,4825,1825,1470,2775,1575,1560,7.7,1475,,184,9.2,
BMW,218000000,Mobil Bekas,2011,68000 km,Hitam,Automatic,8,4,5,Complete Built Up (CBU),2497,,,204,250,Multi-Point Injection,Aspirated,Pertamax,,4899,1860,1464,2968,,,,1725,,,,
Toyota,110000000,Mobil Bekas,2011,120000 km,Hitam,Automatic,4,5,5,Complete Built Up (CBU),1497,75,84.7,107,141,Multi-Point Injection,Aspirated,Pertamax,,3750,1695,1520,2460,1470,1460,,1075,,,,
Toyota,608450000,Mobil Baru,2024,- km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Hyundai,795000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Toyota,155000000,Mobil Bekas,2014,110 - 115K km,Putih,Automatic,7,5,7,Complete Knock Down (CKD),1987,80.5,97.6,155,195,Multi-Point Injection,Aspirated,Pertamax,,4600,1695,1850,2825,1480,1470,,1680,,,,
Toyota,175000000,Mobil Bekas,2017,110000 km,Putih,Automatic,7,5,7,Complete Knock Down (CKD),1497,72.5,90.6,105,140,Multi-Point Injection,Aspirated,Pertamax,,4235,1695,1695,2750,,,,,,,,
Toyota,255000000,Mobil Bekas,2013,167000 km,Silver,Automatic,4,5,7,,2494,,,142,343,Direct Injection,Turbocharged,Solar,11.4,4705,1840,1850,2750,,,,1870,,,,
Mitsubishi,561100000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4825,1815,1835,2800,,,,,15.5,,,
Suzuki,141525000,Mobil Baru,2024,0 - 5K km,Hitam,Manual,5,2,3,Complete Knock Down (CKD),1462,74,85,96,135,Multi-Point Injection,Aspirated,Pertamax,8.8,4195,1675,1870,2205,1345,1330,,,,,,
Toyota,143000000,Mobil Bekas,2014,120 - 125K km,Merah,Automatic,4,5,5,Complete Knock Down (CKD),1497,75,84.7,108,141,Multi-Point Injection,Aspirated,Pertamax,,4115,1700,1475,2550,1455,1445,,1075,,,,
Suzuki,256000000,Mobil Baru,2023,0 - 5K km,Silver,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1210,,,,
Hyundai,795000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Suzuki,180000000,Mobil Baru,2023,- km,Putih,Automatic,4,5,7,Complete Knock Down (CKD),1462,,,103,138,Multi-Point Injection,Aspirated,Pertamax,10.4,4395,1735,1690,2740,,,,,10.5,,,
Toyota,105000000,Mobil Bekas,2005,279000 km,Hitam,Manual,5,5,8,Complete Knock Down (CKD),1998,,,134,182,Multi-Point Injection,Aspirated,Pertamax,,4555,1770,1745,2750,,,9.1,1525,,,,
Toyota,275000000,Mobil Bekas,2013,123000 km,Hitam,Automatic,7,5,7,Complete Built Up (CBU),2362,88.5,96,168,220,Multi-Point Injection,Aspirated,Pertamax,11.8,4870,1830,1905,2950,1570,1575,9.4,1905,9.6,218,,
Toyota,168000000,Mobil Bekas,2012,84000 km,Hitam,Automatic,6,4,5,Complete Built Up (CBU),2494,,,179,228,Multi-Point Injection,Aspirated,Pertamax,,4825,1825,1470,2775,1575,1560,7.7,1475,,184,9.2,
BMW,218000000,Mobil Bekas,2011,68000 km,Hitam,Automatic,8,4,5,Complete Built Up (CBU),2497,,,204,250,Multi-Point Injection,Aspirated,Pertamax,,4899,1860,1464,2968,,,,1725,,,,
Toyota,110000000,Mobil Bekas,2011,120000 km,Hitam,Automatic,4,5,5,Complete Built Up (CBU),1497,75,84.7,107,141,Multi-Point Injection,Aspirated,Pertamax,,3750,1695,1520,2460,1470,1460,,1075,,,,
Toyota,608450000,Mobil Baru,2024,- km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Hyundai,795000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Toyota,155000000,Mobil Bekas,2014,110 - 115K km,Putih,Automatic,7,5,7,Complete Knock Down (CKD),1987,80.5,97.6,155,195,Multi-Point Injection,Aspirated,Pertamax,,4600,1695,1850,2825,1480,1470,,1680,,,,
Toyota,175000000,Mobil Bekas,2017,110000 km,Putih,Automatic,7,5,7,Complete Knock Down (CKD),1497,72.5,90.6,105,140,Multi-Point Injection,Aspirated,Pertamax,,4235,1695,1695,2750,,,,,,,,
Toyota,255000000,Mobil Bekas,2013,167000 km,Silver,Automatic,4,5,7,,2494,,,142,343,Direct Injection,Turbocharged,Solar,11.4,4705,1840,1850,2750,,,,1870,,,,
Mitsubishi,561100000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4825,1815,1835,2800,,,,,15.5,,,
Suzuki,141525000,Mobil Baru,2024,0 - 5K km,Hitam,Manual,5,2,3,Complete Knock Down (CKD),1462,74,85,96,135,Multi-Point Injection,Aspirated,Pertamax,8.8,4195,1675,1870,2205,1345,1330,,,,,,
Toyota,143000000,Mobil Bekas,2014,120 - 125K km,Merah,Automatic,4,5,5,Complete Knock Down (CKD),1497,75,84.7,108,141,Multi-Point Injection,Aspirated,Pertamax,,4115,1700,1475,2550,1455,1445,,1075,,,,
Suzuki,256000000,Mobil Baru,2023,0 - 5K km,Silver,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1210,,,,
Hyundai,795000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Suzuki,180000000,Mobil Baru,2023,- km,Putih,Automatic,4,5,7,Complete Knock Down (CKD),1462,,,103,138,Multi-Point Injection,Aspirated,Pertamax,10.4,4395,1735,1690,2740,,,,,10.5,,,
Toyota,105000000,Mobil Bekas,2005,279000 km,Hitam,Manual,5,5,8,Complete Knock Down (CKD),1998,,,134,182,Multi-Point Injection,Aspirated,Pertamax,,4555,1770,1745,2750,,,9.1,1525,,,,
Toyota,275000000,Mobil Bekas,2013,123000 km,Hitam,Automatic,7,5,7,Complete Built Up (CBU),2362,88.5,96,168,220,Multi-Point Injection,Aspirated,Pertamax,11.8,4870,1830,1905,2950,1570,1575,9.4,1905,9.6,218,,
Suzuki,256300000,Mobil Baru,2023,- km,Marun,Automatic,4,5,5,Complete Built Up (CBU),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,3990,1745,1485,2520,1505,1510,4.5,,,,,
Toyota,2650000000,Mobil Bekas,2023,120 km,Hitam,Automatic,10,5,7,Complete Built Up (CBU),3346,,,301,700,Direct Injection,Turbocharged,Solar,12.6,4965,1990,1945,2850,1667,1668,,,,,13.8,166
Suzuki,125000000,Mobil Bekas,2014,152000 km,Putih,Manual,5,5,7,Complete Knock Down (CKD),1373,73,82,94,130,Multi-Point Injection,Aspirated,Pertamax,,4265,1695,1685,2740,,,6.2,1175,10,,,
Toyota,551600000,Mobil Baru,2024,- km,Abu-abu,Automatic,,5,8,Complete Knock Down (CKD),1987,80.5,97.6,111,188,Direct Injection,Aspirated,Pertamax,,4755,1850,1795,2850,1560,1580,,,14,,,
Toyota,646450000,Mobil Baru,2024,- km,Putih,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Hyundai,795000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Honda,825000000,Mobil Bekas,2017,14000 km,Merah,Manual,6,5,5,Complete Built Up (CBU),1996,86,85.9,306,400,Direct Injection,Turbocharged,Pertamax,,4557,2076,1421,2700,1599,1593,,,9.8,,,
Suzuki,232035000,Mobil Baru,2024,0 - 5K km,Orange,Automatic,4,5,7,Complete Built Up (CBU),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,4450,1775,1710,2740,1515,1530,,,10.5,,,
Toyota,125000000,Mobil Bekas,2012,127000 km,Silver,Automatic,4,5,5,Complete Built Up (CBU),1497,75,84.7,107,141,Multi-Point Injection,Aspirated,Pertamax,,3800,1695,1520,2460,1470,1460,,1055,,,,
Wuling,398000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4295,1850,1652,2700,,,,,,,,150
Toyota,245000000,Mobil Bekas,2015,77000 km,Hitam,Automatic,4,5,8,Complete Knock Down (CKD),2494,,,101,260,Direct Injection,Turbocharged,Solar,,4585,1760,1750,2750,1510,1510,,1635,,,,
Wuling,299900000,Mobil Baru,2024,- km,Lainnya,Automatic,,5,5,Complete Knock Down (CKD),1485,74.7,84.7,105,143,Multi-Point Injection,Aspirated,Pertamax,,4350,1750,1610,2550,1502,1508,,,10.2,,,
Toyota,172000000,Mobil Bekas,2018,80 - 85K km,Ungu,Automatic,4,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,,4435,1695,1705,2685,1450,1460,,,,,,
BMW,285000000,Mobil Bekas,2009,93600 km,Hitam,Automatic,6,4,5,Complete Built Up (CBU),2996,85,88,255,310,Multi-Point Injection,Aspirated,Pertamax,12.7,5212,1902,1478,3210,1611,1650,9.8,1930,,,7.8,
Suzuki,356200000,Mobil Baru,2023,- km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1462,74,85,3,137,Multi-Point Injection,Aspirated,Pertamax,10.8,4345,1795,1645,2600,1530,1535,,1210,,,,
Wuling,178000000,Mobil Bekas,2019,61000 km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1451,,,141,250,Direct Injection,Turbocharged,Pertamax,,4655,1835,1760,2750,1554,1549,,,,,,
BMW,2774000000,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,8,5,6,Complete Built Up (CBU),2998,82,94,381,520,Direct Injection,Turbocharged,Pertamax,,5151,2000,1805,3105,1684,1705,10.3,2395,,221,5.8,250
Toyota,300000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1496,72.5,90.6,105,138,Multi-Point Injection,Aspirated,Pertamax,10.4,4310,1770,1615,2620,,,,,,,,
Mercedes-Benz,1000000000,Mobil Baru,2023,0 - 5K km,Putih,Automatic,9,4,5,Complete Knock Down (CKD),1496,,,20,200,Direct Injection,Turbocharged,Pertamax,,4751,1820,1437,2865,1601,1613,7.2,1650,10.5,162,7.3,246
Toyota,130000000,Mobil Bekas,2014,130 - 135K km,Silver,Automatic,4,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,,4140,1660,1695,2655,,,7.6,1105,,178,,
Toyota,127000000,Mobil Bekas,2015,135 - 140K km,Hitam,Automatic,4,5,7,Complete Knock Down (CKD),1496,72.5,90.6,103,136,Multi-Point Injection,Aspirated,Pertamax,,4140,1660,1695,2655,,,7.6,1105,,178,,
Toyota,385000000,Mobil Bekas,2019,80 - 85K km,Merah,Automatic,6,5,7,Complete Knock Down (CKD),2393,,,147,342,Direct Injection,Turbocharged,Solar,,4735,1830,1795,2750,1540,1540,,,,,,
Toyota,155000000,Mobil Bekas,2015,80 - 85K km,Hitam,Manual,5,5,7,Complete Knock Down (CKD),1496,,,103,136,Multi-Point Injection,Aspirated,Pertamax,,4200,1660,1695,2655,1425,1435,,,,,,
Suzuki,257400000,Mobil Baru,2024,- km,Lainnya,Automatic,4,5,5,Complete Built Up (CBU),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,3990,1745,1485,2520,1505,1510,4.5,,,,,
Mitsubishi,345900000,Mobil Baru,2023,0 - 5K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4390,1810,1660,2650,,,,,10.5,,,
BMW,1255000000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,8,4,5,Complete Knock Down (CKD),1998,82,94.6,258,400,Direct Injection,Turbocharged,Pertamax,11.4,4713,1827,1440,2851,1579,1568,15.4,1600,10.2,149,5.8,250
Toyota,117000000,Mobil Bekas,2018,130 - 135K km,Hitam,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Hyundai,800000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,8,5,7,Complete Built Up (CBU),2199,,,198,440,Direct Injection,Turbocharged,Solar,,4995,1975,1750,2900,1708,1716,,1884,,,,
Toyota,189000000,Mobil Bekas,2019,20 - 25K km,Putih,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Hyundai,250000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Mitsubishi,568000000,Mobil Bekas,2022,25 - 30K km,Putih,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4825,1815,1835,2800,,,,,15.5,,,
Honda,280000000,Mobil Bekas,2020,40 - 45K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,4294,1772,1580,2610,1472,1475,6.5,1226,10.3,155,,
Suzuki,285300000,Mobil Baru,2024,- km,Hitam,Automatic,4,5,7,Complete Built Up (CBU),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,4450,1775,1710,2740,1515,1530,,,10.5,,,
Hyundai,600000000,Mobil Baru,2023,0 - 5K km,Silver,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4635,1890,1605,3000,1628,1637,,1910,,,7.4,185
Toyota,117000000,Mobil Bekas,2018,130 - 135K km,Hitam,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Hyundai,800000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,8,5,7,Complete Built Up (CBU),2199,,,198,440,Direct Injection,Turbocharged,Solar,,4995,1975,1750,2900,1708,1716,,1884,,,,
Toyota,189000000,Mobil Bekas,2019,20 - 25K km,Putih,Manual,5,5,7,Complete Knock Down (CKD),1329,72.5,80.5,95,121,Multi-Point Injection,Aspirated,Pertamax,,4190,1660,1695,2655,1425,1435,,,,,,
Hyundai,250000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Mitsubishi,568000000,Mobil Bekas,2022,25 - 30K km,Putih,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4825,1815,1835,2800,,,,,15.5,,,
Honda,280000000,Mobil Bekas,2020,40 - 45K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,4294,1772,1580,2610,1472,1475,6.5,1226,10.3,155,,
Suzuki,285300000,Mobil Baru,2024,- km,Hitam,Automatic,4,5,7,Complete Built Up (CBU),1462,74,85,103,138,Multi-Point Injection,Aspirated,Pertamax,10.2,4450,1775,1710,2740,1515,1530,,,10.5,,,
